Date,Open,High,Low,Close,Volume,Symbol,Daily_Return,MA_7,MA_20,MA_50,MA_200,EMA_20,Volatility_20,BB_Upper,BB_Lower,BB_Width,Price_Range,Vol_MA_20,Vol_Ratio,RSI,Momentum_10,Momentum_30,Year,Month,Quarter,DayOfWeek,Golden_Cross,Death_Cross,Next_Day_Return,Price_Up
2017-04-14,147.2,150.22,144.12,148.26,17884399,NFLX,-5.446428571428585,148.71428571428572,141.36399999999998,137.3656,,142.9942906031532,2.339799944558901,154.4330754313983,128.29492456860166,26.138150862796635,6.099999999999994,15217873.85,1.175223239217481,61.52204836415363,13.0,16.919999999999987,2017,4,2,4,0,0,2.1448806151355804,1
2017-04-17,151.52,153.91,148.94,151.44,18146580,NFLX,2.1448806151355804,149.60142857142858,142.07649999999998,137.605,,143.79864387904337,2.329616883631175,155.72821171068222,128.42478828931775,27.30342342136447,4.969999999999999,15179607.95,1.19545775225374,64.34724983432739,11.669999999999987,21.710000000000008,2017,4,2,0,0,0,0.5216587427363972,1
2017-04-18,151.45,155.71,149.12,152.23,15186651,NFLX,0.5216587427363972,150.82714285714286,142.93149999999997,137.9204,,144.60163017627733,2.2805667896313033,156.8898821638318,128.97311783616814,27.916764327663657,6.590000000000003,15590100.1,0.9741214554485125,69.32344763670062,12.20999999999998,23.359999999999985,2017,4,2,1,0,0,-0.32845037114891396,0
2017-04-19,152.79,154.82,148.14,151.73,11582851,NFLX,-0.32845037114891396,151.74857142857144,143.784,138.1926,,145.28052254044138,2.280466419102369,157.70304624681776,129.86495375318222,27.838092493635543,6.680000000000007,15589169.55,0.7430062879776684,73.80365071534285,8.129999999999995,19.389999999999986,2017,4,2,2,0,0,0.5272523561589804,1
2017-04-20,152.82,154.81,150.86,152.53,17143933,NFLX,0.5272523561589804,152.01,144.60399999999998,138.507,,145.97094896516126,2.2780176166695005,158.55674038354204,130.65125961645793,27.9054807670841,3.9499999999999886,16059148.55,1.067549312880601,72.42274733835367,7.300000000000011,18.710000000000008,2017,4,2,3,0,0,-4.058218055464502,0
2017-04-21,146.82,147.14,145.79,146.34,15840143,NFLX,-4.058218055464502,151.33285714285714,144.9445,138.7048,,146.00609668276493,2.454681263771662,158.70695460817598,131.18204539182403,27.524909216351944,1.3499999999999943,15784624.1,1.0035172772977217,58.17367504354316,2.6899999999999977,17.25,2017,4,2,4,0,0,-0.15716823834904803,0
2017-04-24,147.16,147.43,142.99,146.11,5870741,NFLX,-0.15716823834904803,149.80571428571426,145.323,138.9238,,146.01599223678733,2.446204192780473,158.75626601350066,131.88973398649935,26.866532027001313,4.439999999999998,15780353.35,0.3720284881960517,57.580283793876035,0.8300000000000125,15.630000000000024,2017,4,2,0,0,0,1.1155978372459074,1
2017-04-25,147.37,149.84,145.8,147.74,10910091,NFLX,1.1155978372459074,149.73142857142855,145.7875,139.0548,,146.1801834523314,2.451299416809848,158.8576634911048,132.7173365088952,26.140326982209615,4.039999999999992,15222912.3,0.7166888165019515,55.41601255886972,-2.9599999999999795,17.909999999999997,2017,4,2,1,0,0,3.587383240828479,1
2017-04-26,154.56,156.34,151.66,153.04,3617423,NFLX,3.587383240828479,149.96,146.662,139.28199999999998,,146.83349931401412,2.481648180898742,159.17671487573932,134.1472851242607,25.02942975147863,4.680000000000007,14502280.15,0.24943822368512167,59.322033898305094,1.9599999999999795,24.689999999999998,2017,4,2,2,0,0,-0.8167799268165132,0
2017-04-27,151.91,155.12,149.52,151.79,11979250,NFLX,-0.8167799268165132,149.89714285714285,147.63,139.53959999999998,,147.30554699839374,2.4102488947665135,158.3801970606172,136.87980293938278,21.50039412123442,5.599999999999994,14252080.2,0.8405264236444586,59.79307025986524,-5.010000000000019,21.25,2017,4,2,3,0,0,-1.462546939851106,0
2017-04-28,148.34,150.3,147.13,149.57,5865893,NFLX,-1.462546939851106,149.5885714285714,148.3455,139.692,,147.5212091890229,2.432560442935223,157.40030268028764,139.29069731971234,18.1096053605753,3.170000000000016,14395141.0,0.4074911805309861,55.088967971530245,1.3100000000000023,15.599999999999994,2017,4,2,4,0,0,-0.7822424282944329,0
2017-05-01,149.09,149.33,146.15,148.4,13391977,NFLX,-0.7822424282944329,148.99857142857144,148.777,139.887,,147.60490355197308,2.355954089519278,156.88404462992375,140.66995537007622,16.214089259847526,3.180000000000007,14485080.45,0.9245359075654979,46.9656992084433,-3.039999999999992,11.210000000000008,2017,5,2,0,0,0,2.338274932614559,1
2017-05-02,152.94,154.74,149.91,151.87,4250844,NFLX,2.338274932614559,149.78857142857143,149.36950000000002,140.1282,,148.01110321368992,2.397936168027001,156.44875501581515,142.29024498418488,14.158510031630271,4.8300000000000125,13702245.15,0.3102297436270873,50.963649670651364,-0.3599999999999852,16.74000000000001,2017,5,2,1,0,0,1.046948047672358,1
